Cruise,Station,Latitude,Longitude,Year,Month,Day,Hour,Depth,Temperature,Salinity
DD,4,34.907593,29.910818,2019,10,1,12:00,55,17.8,39
DD,4,34.907593,29.910818,2019,10,1,12:00,60,17.5,39
DD,4,34.907593,29.910818,2019,10,1,12:00,65,17.3,38.98
DD,4,34.907593,29.910818,2019,10,1,12:00,70,17.1,38.98
DD,4,34.907593,29.910818,2019,10,1,12:00,75,16.8,38.97
DD,4,34.907593,29.910818,2019,10,1,12:00,80,16.8,38.97
DD,4,34.907593,29.910818,2019,10,1,12:00,90,16.3,38.98
DD,4,34.907593,29.910818,2019,10,1,12:00,100,16.1,39
DD,4,34.907593,29.910818,2019,10,1,12:00,110,15.9,39
DD,4,34.907593,29.910818,2019,10,1,12:00,120,15.8,39
DD,4,34.907593,29.910818,2019,10,1,12:00,130,15.7,39
DD,4,34.907593,29.910818,2019,10,1,12:00,140,15.6,39
DD,4,34.907593,29.910818,2019,10,1,12:00,150,15.6,39
DD,4,34.907593,29.910818,2019,10,1,12:00,160,15.5,38.99
DD,4,34.907593,29.910818,2019,10,1,12:00,170,15.5,38.99
DD,4,34.907593,29.910818,2019,10,1,12:00,180,15.4,38.98
DD,4,34.907593,29.910818,2019,10,1,12:00,190,15.2,38.98
DD,4,34.907593,29.910818,2019,10,1,12:00,200,15.1,38.97
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
;;;;;;;;;;;,,,,,,,,,,
